time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0,-0.0011287651717261024,-0.06716820312482157,0.06811567818817829,-0.04925502932322833,-0.15498711236518026,-0.08479073842373212,0.400999681508675,0.34471834065795026,-0.07379357492604707,-0.3340570259578922,2759.5311307884976
1,-0.03352055655917979,0.002889423817429855,-0.3559313773020395,-0.021399411329762866,-0.32573892272878113,-0.0512172998848655,0.17219403568786273,0.20770699282235328,-0.26180135102877633,0.054235839382049456,2795.597841252405
2,-0.2151578969718017,0.5059877418943203,-0.4840048022855814,0.07232939154599037,-0.25960751068892096,-0.09809752766231072,0.042181542872266546,0.13436052285002714,-0.09654409937647956,0.023329451485459833,2827.973812766736
3,-0.3846622740069347,0.11415637819316127,-0.7403161443989272,-0.049414479721942434,-0.08660363975082003,-0.1932631820087486,-0.13651085267577945,-0.2164506677957209,0.26615574897115546,0.32075991332960574,2872.3992877634896
4,-0.9013112157246724,0.9433895389004905,-0.304578448566073,0.48866698366551753,-0.14268140507763677,-0.061109718328917935,0.17117472900536074,0.4453517998939609,0.5463652683197145,0.9148365248588373,2908.625975078826
5,-0.7530908892667949,0.4963053183613443,-0.4989763944681758,0.8059435766366023,-0.46042800326239836,0.21192794510265411,0.4283069291015364,0.6605715923084392,0.20961522156816284,0.5278841701344039,2887.4916174829045
6,-0.914758197964781,0.07932684730604389,0.1849978041267297,0.35246481925782674,-0.35843519217355424,-0.12993023769356513,0.8286630409174389,1.1519588167553974,0.3148738114615275,-0.030329073613579678,2856.8122684282
7,-0.9205512985301879,0.319831604494241,0.3574948589799407,0.17561111895550002,-0.06833850386955576,-0.2081318641052995,0.7194612033230543,1.5091697925751597,0.36281705074785564,0.6951524283348591,2885.7257178613636
8,-0.8644976495613442,-0.05043654574718581,0.4441438803599903,-0.02605889667604453,-0.21822628288005155,-0.19470961487910804,0.885170457194444,1.7144386451630154,-0.057107444595036055,0.9708282608402399,2936.168926136868
9,-0.8496476524160689,0.742855387036865,0.22609433157819123,-0.07928337186577439,-0.406950545873495,0.22184146631969442,0.7607668519399696,1.4587062961336061,-0.2585051192080192,0.698845198744905,2922.9253521268834
10,-0.8751671782418069,0.9446882280782777,0.036103775873888966,-0.5259652398307567,0.004249848016469701,-0.28994754114841054,0.4586480210212035,1.6484301667362575,-1.0284748679656934,0.8760555690998836,2919.563358323175
11,-1.1538532572081583,1.0509530074509688,0.10628802206931379,-0.4599523204826879,0.0461314567549132,-0.6184954466056104,1.1704615548947928,2.1142245324545033,-0.7495450019609678,1.2478207591552957,2957.7094740681305
12,-0.6761077294482898,1.195284760173413,0.15904148935228196,-0.7554682790026052,0.08961350480837457,-0.7054097089997728,0.813644547990569,2.118638182573303,-0.8496794403436079,0.8773600118558795,2981.961818014291
13,-0.9803671002193255,1.1840772289230164,0.39485572127422996,-0.3759500522709662,0.12012637152627839,-0.2712535230854441,1.0857305660868157,2.369701067558847,-1.4379625379219165,1.1174905577586118,3008.72904975197
14,-0.857804603831065,1.3059950165034744,0.3957674973231942,-0.35665970866860064,0.35413368548356156,-0.5975931974878761,0.630583896854057,2.41146808312973,-1.7217975912833399,1.6067540811618917,2983.0534123773987
15,-1.200183506455167,1.454711864204694,0.3750776054234518,-0.6520170816107153,0.60036623460091,-1.1893935780188822,0.530525465210766,2.389707639587129,-2.187214290326152,0.7097821216359799,3020.146834716372
16,-0.8220322855252996,1.3182371840438833,0.07282037997440755,-0.6466502686850357,0.6906408987812936,-0.9680661611567482,0.7557999480858049,1.8300303105724802,-1.5545660554380656,0.9377134850849748,3057.835688587267
17,-0.5894933809454214,1.1701679677161119,0.26997736996356,-0.6253000885109199,1.243086529898476,-1.0197444440706505,0.18844970962324167,2.256394355462154,-2.0859800455713713,1.0409308499963061,3073.6968431913297
18,-0.6622686068362391,0.9846821398217004,0.40067696202997893,-0.5143941547063162,0.9076878924522004,-0.9079456717248021,0.14613013402982983,2.521645304137677,-2.1230590648948895,0.8364165286785507,3100.5087435056153
19,-1.222846694113197,0.8395156184173893,0.8872972243526137,-0.6493023641600307,0.7972422076472542,-0.38792159630446427,-0.21702694890484353,2.4155637748779077,-2.1648169642225246,0.8609483077232484,3094.9479375422366
20,-1.3205170256000802,0.5321339045411099,0.305051564480889,-0.4281709209666978,1.2144279887297433,-0.663308168722005,-0.3228949028592951,2.0994163337553005,-2.482400898509836,1.7141619803036852,3095.0780068776817
21,-1.3391864627407633,0.8914678706655703,0.16305899156381398,-0.1542991688640796,1.0409780973573235,-0.34594159245624156,-0.2325192267050349,1.8595435977227575,-2.582426821356243,2.408659263118518,3168.0802710969174
22,-1.2473614743761632,0.44013746150842553,-0.17964068336459338,0.07649857523467844,0.9655676618676201,0.011326262769760776,0.014268912913332585,1.9200904467218387,-2.877997849153711,1.9480002569436456,3114.964850533319
23,-1.473312116298629,0.08499978128219317,0.14957071696624458,0.46201290460607053,0.44235301906328833,-0.3933624115787215,-0.394009417690779,1.5401793608267857,-3.836343354008191,1.7774640541005753,3177.9345808635226
24,-1.1113664114497286,-0.06391026372955103,0.46903535816887265,0.393960297249368,1.1231287713103635,-0.29149182991920686,-0.6976723942224426,2.2778097568469766,-3.724744002713626,1.4357396115148138,3125.3459667829015
25,-1.1458481570159451,0.21453302502534213,1.0467959132970495,-0.03832236132178389,1.390415866561967,-0.1256326247244594,-0.8371635967219992,2.5048798375676027,-3.9946254732183926,1.9427272922823962,3186.9571489103582
26,-1.2632347001200572,-0.45079915258453107,0.3173033003846466,-0.03340836125961453,1.2030955870052242,0.36206560268596194,-1.0113763930746011,2.4215255059180363,-4.485217590228615,1.8308334416899241,3119.5760952182977
27,-0.4709960081098532,0.30351957412405606,0.40324953130496555,-0.5500175988353875,0.9669976098624589,0.3664263080322244,-1.1648971128321035,2.2543556386487205,-4.819503076040235,2.1385375661874972,3196.999332794743
28,-0.5749615210090733,0.0004944599729487615,0.34960630757261046,-0.5735644453801794,0.16759819861850409,0.28120139253457616,-1.3600429966835226,1.809374149226288,-5.137801077211518,2.4029664809485825,3165.2069021023426
29,-0.796306091315228,-0.4731849000193037,0.329787025951566,-0.3520387221629992,-0.21006631654756508,0.23550041323627458,-1.5335111558734422,1.833241662308949,-5.400400867327587,2.6812070570461843,3184.998742070586
30,-0.30387746578110897,-0.3985272439272476,0.6536771495630905,-1.5485116373254346,-0.17790823599906677,0.39748425454140046,-1.422002958395954,1.6482663431536375,-5.370701307345844,2.6571814180635744,3197.878564936319
31,-0.4320977656735806,-0.2975591826010091,0.9516308280683701,-1.862358853145895,0.24427273592795273,0.6223247291214873,-1.8212992845817866,1.6100685995182469,-5.700082944195607,3.1061119160117885,3196.7953800633545
32,-0.43184147329588196,-0.39052113208627626,0.6601702425630374,-1.5115978896372433,0.5070055247017458,0.35231008612497056,-1.7625433107309378,1.423860130021697,-5.819324336819627,2.7478077335192372,3140.258587946454
33,-0.316125206444681,-1.0297937853206545,0.7495752979252969,-1.5539754722703518,0.762453316027139,0.3300170059150376,-1.4146946340513462,1.1115986844513834,-5.377059713461895,2.487714535786936,3290.8615024074925
34,-0.5524154496821887,-0.7728199519985786,1.2803523939145491,-1.8325069161361829,0.38313017513608305,-0.10120664150236966,-1.4236972352524986,1.0387847383115074,-4.9214553930154255,2.8647644334008904,3228.3940552335216
35,-0.9970002279187359,-0.35803518987098104,1.3354643450676245,-2.0222344322779757,0.8617051200725645,-0.12367310161315842,-1.779216344641013,1.0504590077776506,-4.478513184027786,2.8668054351835255,3205.136608636882
36,-1.363460470406212,0.16391049795826845,1.3466499536485104,-2.229564526046432,0.634654636277778,-0.24760546098508374,-1.5422922364622824,1.0828083704755442,-4.806568891422334,3.131169689453767,3289.235355999321
37,-1.3057863664739013,0.11328621016366325,1.6425658445428601,-1.7057386177159912,0.42048582977176435,-0.33599327573488996,-1.3347765281300912,1.1215380292863144,-4.577084478365997,3.411552243415794,3308.7955510469355
38,-1.73313617394007,-0.10621006998191024,1.3756961685029472,-1.7604959099505926,0.17194960815383664,-0.6081001570323451,-1.7174660833580215,1.0657810082355799,-4.793421089376287,3.612263060001467,3262.309648618548
39,-1.5579017154843047,-0.4694253924581788,1.2409906265842892,-1.8857931502449352,0.4965415649484193,-0.7018927212766651,-1.1445801769330604,0.7716535837413507,-4.913151510761116,3.565418509463629,3264.2583804878627
40,-1.4311810696630405,-0.20117474705802604,0.8767551211761222,-1.1243028141789615,0.030688875475707617,-0.30792884826780115,-1.64479172410992,0.9851736234623627,-5.146287949745454,3.7600697160749497,3237.6503836518964
