time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0,-0.3021506692487001,-0.18262593596107873,0.6878018928715975,-0.32835571265622676,0.4319564118799069,-0.030591535030658062,0.6223400747885669,-0.7098526591504699,1.4662512898093703,-0.4138730200460824,2824.5783704511996
1,0.275388988201148,-0.45111689541355904,-0.3133320821371879,0.24284271839584948,0.8540275041741067,-0.7636311137529637,0.4243417656992381,-0.60474007301459,0.5037028203755016,-1.0319434464649817,2791.9122272430745
2,-0.1779740497013415,-0.017604601211975657,-0.19524038956507483,0.019348827400827787,0.7582836271470708,0.41306667342943976,0.3705448021074434,-0.7778246201470291,1.565634384274985,-0.4214396435504871,2813.378032616657
3,0.8546120045129961,0.03574905149080165,-0.8817585523163711,0.19157891368555854,0.6584522146838556,0.7969274759838624,0.6173337931564453,-0.44466909240373625,1.6799394288270681,-1.5377717656862404,2822.032104567567
4,-0.16151354372959562,-0.8036648309516518,-2.007246113356064,0.5536534462284395,-0.019118385934262294,0.15377403517388816,0.23932603634278052,-0.3643597487530719,1.6673531986631647,-0.22512032553005962,2770.495333736319
5,0.2843925469603965,-0.9489360908916427,-1.268164483106593,-0.2851517500440234,-0.6440360117147835,0.6651246723622145,0.42109131748293827,0.18654210410525196,2.587828500933384,-0.13622160407089362,2879.4188995178156
6,0.6512407721944484,-0.09999218373643065,-1.7486920970681077,0.6792270707823445,0.3297553371472829,2.241318214286026,1.5735864972443645,0.5655050911957988,2.915492194878091,1.2222441103385144,2919.9864438195605
7,1.6108375677008262,0.7828141840338656,-1.1706054960699472,1.16761427500927,0.8809557445593531,1.749228022722494,1.4940837864198964,0.7379545976016857,3.350936430178584,2.368368398928822,2906.6448251662914
8,0.8948025298817217,0.2979797781473313,-1.3535661328681958,0.4672603680350303,0.7198590681384289,1.8329238620308355,0.4253945093619271,0.8963251923015825,4.053793232750682,2.1340328407678895,2879.485640591031
9,0.6651962421116154,-1.2373755664179802,-2.1800106176283096,0.7405632228154699,-0.7349818845101365,1.5709827365129438,-0.36842694566117495,-0.01702558779646566,2.6484371410839147,0.7550958696428106,2900.47720474997
10,0.4708963333855243,-0.6964375615095734,-2.087491980326885,-0.0192724522605626,-1.189773977569302,1.6441062805633522,-0.5656431400915398,-0.37597266277910224,2.4521132603828226,0.06549173280718668,2868.3367815294932
11,0.7552993158754013,-1.588420664910797,-2.253508545524254,-0.8301705193883748,-0.3906109603985438,0.36248372789802785,-0.7957733802155359,-0.7661895065842874,2.5760084829096033,-0.30189974320808405,2902.8725541690383
12,-0.06921259654999623,-1.911137936535357,-3.192309364439967,-1.2048040607011012,-1.7795977231694262,-1.0020700588253388,-1.7114829855615727,-2.181882229936807,2.1675160180630315,-0.9336954477994217,2803.284234004123
13,-2.0692308819555296,-3.2698405847722407,-3.819123200805981,-1.8166337229760974,-1.0247381597328995,-0.6428353604895618,-2.470488778374675,-2.0053849326037136,2.016372334615603,-1.502555914110416,2900.0789579025336
14,-2.65032924325229,-4.158899398537297,-4.855309055760657,-2.8768926227699683,-1.8600238570959549,-1.3624025462226645,-3.5219913498191815,-2.3645880114905093,2.544866966165735,-2.3438215076181486,2817.5078921352897
15,-3.2217773569874857,-3.6499874784653072,-4.498988654705652,-3.1920615109938155,-1.872520653842096,-1.9618096167827435,-4.058382491977119,-3.3915073827876165,1.9997849240649122,-3.234075762033991,2761.488502342702
16,-3.477084839102949,-4.837045480912295,-4.363097756012074,-3.3333956261404802,-2.1487511585929955,-2.30222908565153,-4.559456280780228,-3.2255974493296815,1.4358808483288679,-3.180624920437242,2841.746651955345
17,-3.64668022973641,-4.2602681119410475,-4.853175883322729,-3.4905533383415945,-2.6718711466378187,-1.2088151480535794,-4.0153547187222145,-2.927518148512213,1.7301217482234081,-2.255114158294259,2858.2865412577926
18,-2.4512123480755004,-4.0613133657980836,-4.4326797544917405,-3.0255784480696524,-1.8550888240732348,-1.1717978899834678,-3.9590883774248598,-2.847833602205765,0.9883302352550215,-2.021592007809328,2832.9774490926793
19,-2.270795128796338,-3.865617572508882,-3.721838593484379,-2.77534228869444,-1.132619036940535,-1.474057962940687,-2.952819261618145,-1.7170625755788602,1.5608081224360126,-1.4865603388623314,2925.5333904616487
20,-2.6260535398765867,-3.7155681302989265,-3.854067680745535,-3.294434987599352,-0.4094027377996732,-0.9624222455880791,-3.191948794184858,-1.837684390184022,2.1957286085158283,-1.0951607713346907,2910.1794451171336
21,-2.1266577835184624,-4.3013060464034565,-3.4823950042047747,-2.6653043986409846,-0.6703761893559659,0.398797011964395,-3.081990385509047,-0.5355407444698724,3.7619393920137503,0.4986200077869089,2931.4361955530776
22,-1.7942596099321473,-3.9498010101139736,-3.8529631174528625,-3.171376411581641,-0.49641056477836787,-0.21765171780322237,-3.1753825223564274,-0.3472905384881543,3.628181921564155,-0.4446496532081538,2890.9761765169055
23,-1.857896205915636,-4.245436810505465,-3.275914465969954,-2.5312935174066427,-0.21547121901557875,0.3320198551069597,-3.742031328358525,-0.2142989333847088,4.129861615426844,-0.7110962260614095,2936.5665366590724
24,-0.45465857003665966,-4.327488246374222,-3.0794134484170055,-2.483726761188353,-1.2320885694752284,0.38226458958278053,-4.176444456860484,0.20595467426843264,3.9067365462100634,-0.41410435649588984,2942.182361304219
25,-0.5954029547615851,-4.782099627778387,-3.305117096613137,-2.048540062141545,-0.3522796639296486,0.2538787751393822,-4.3654071459580654,0.7011662713743934,3.67494659536499,-0.47384839366813003,2958.649054660113
26,-1.2503798387362801,-5.351739215779329,-2.902308188525179,-2.107751249673997,-2.021384704684274,-1.0298168037996875,-5.43306907043405,-0.5535589792295067,3.231615870646058,-0.28257468415755016,2913.564281596547
27,-1.7426037631980569,-5.070482171862865,-2.699360378912281,-2.6668322806084523,-1.5861036250155796,-1.1586999569778909,-5.807811959070875,0.01161874987760686,3.1445217284622218,-0.5637390467728545,2902.0376516713377
28,-1.5474545061200344,-4.905177591777036,-2.7936303233388573,-3.298189026098882,-1.7473340794565726,-1.480599409622302,-5.893390247532139,-0.8700735105041582,3.9415372960146917,-1.6711181604062872,2904.4390326068756
29,-1.9667000240465955,-4.2131443223860305,-2.241364843349279,-2.755922408124325,-1.18806632132104,-1.6973460158863873,-5.826961332088026,-1.1926607225736867,3.811814849987512,-1.5767225361361699,2942.2337600524793
30,-1.4681343692984352,-5.251001220741526,-2.8227488961981613,-2.732797692984549,-2.454103758154627,-2.493980517803193,-5.124061009099589,-1.6173412407106598,3.811106903873863,-2.941393250659477,2880.2607280672037
31,-1.7248755472704445,-4.878170534470383,-3.140731070887625,-3.6405606656433633,-2.1355644014792436,-2.187970960202106,-5.5870939482896045,-2.0089987895262023,4.438672061801451,-2.8639608722282865,2871.6443103554257
32,-1.9560864601311343,-4.270344692421563,-2.4052599646503037,-3.8646129921052155,-1.8847643927726696,-1.4016664437645536,-5.943889056426699,-2.539984113088156,4.808651984676493,-2.8320520669693083,2925.109232043934
33,-1.1969294608097063,-5.259691326017575,-3.131429367567706,-2.7299569155107672,-1.5467912431106867,-1.2575734131844256,-5.224382337300259,-1.7158886014317076,6.358190893446341,-3.358461124694645,2892.317313701251
34,-1.1737105776430063,-5.304489675450672,-2.675476849456594,-3.403676500460756,-1.250277039623252,-0.45766391013082586,-3.35920398660081,-1.5887576149024496,6.398928257558217,-2.377188769468269,2956.8837390491285
35,-0.40108337461604926,-4.808629960335837,-1.6401955619820254,-2.7449993776852812,-1.411723267303993,-0.6554513994121106,-4.316134248314984,-2.265212407719789,6.594111402195309,-3.34202125851343,2918.9247547467194
36,-1.487581160571755,-4.405959343460754,-2.3307864120981554,-2.6117625983992125,-0.8119292678920068,-1.615563966134969,-4.181508045341887,-2.0335915210132653,4.958350393331077,-4.093588859418508,2887.4389875083684
37,-0.9949011282912363,-4.826203553392816,-2.1182113293937106,-3.09488377997734,-0.7575744128727125,-1.3867844086296086,-4.66380726190745,-1.843783337133797,5.623208855662835,-4.464575073726473,2885.0100482675307
38,-0.9210162984386059,-4.806045422020651,-2.6774872392587183,-2.9749909313907885,-1.0224788894124537,-1.5186513317027797,-3.9219266104957606,-0.997680356643384,6.667963062318396,-3.3488836298914,2935.786500202338
39,-0.08743493938729885,-4.529267580855485,-1.0330221562395028,-1.7324970920899807,-0.7060250818119538,-0.4792138897294826,-3.112973946038154,-0.6484034733997643,7.188545191250539,-2.7106715624741877,2961.4528625277867
40,-0.7003745847309519,-4.534620260238683,-1.7794405801645385,-2.0161617705995654,-1.4617188552961053,-0.7943281293509911,-4.38867367229367,-1.512774280845143,6.68314682777672,-3.7216308988251092,2898.921787603998
41,0.9118235293172331,-4.309906944115489,-0.7181218233015514,-1.9019192857807656,-1.6792837031786991,0.14413624953730148,-3.434891765962177,-0.7856444898449458,7.880616511057081,-2.3705093646370905,2991.7418723298724
42,1.7070024587226522,-4.755624538322946,-0.43637461450017884,-1.2656696641197926,-0.7193676484250285,0.9803508383741993,-2.9786835273464423,-0.7966927949499245,8.4247101146298,-1.778562797944971,2995.3557880698763
